"date","time","session","title","topics","paper.1","paper.2","paper.3","paper.4","paper.5","paper.6","organizer","chair","discussants","panelist","moderator","paper"
"11/19/2023","2:00 PM-3:45 PM","2.C.25","Energy II","Enviro. / Nat. Resources","
Estimating Household Energy Efficiency Using Smart Thermostat Data
Dylan Brewer*, Georgia Institute of Technology
R. Jim Crozier, Georgia Institute of Technology","Firm's Optimal Decision to Invest in a Wind Farm Using an Investment under Uncertainty Framework
Alivia R. Cochran*, University of Wyoming","A Capacity Market Model for Wholesale Electricity Market Design and Policy Analysis
Christopher Holt*, Institute for Policy Integrity at NYU School of Law","Keeping the PACE: Residential Clean Energy Financing and Its Local Implications
Lea-Rachel Kosnik*, University of Missouri-St. Louis","","","Brian Vander Naald, Drake University","Dylan Brewer, Georgia Institute of Technology","","","",""
"11/19/2023","2:00 PM-3:45 PM","2.C.27","NAASE II","Misc.","
The Impact of NIL on College Football Recruiting Rankings
Joshua Pitts*, Kennesaw State University
Brent Evans, Geogia College & State University","The Effect of NIL on College Basketball Players' Decision to Enter the NBA Draft
E. Frank Stephenson*, Berry College
Cole McDaniel, Berry College
Brian J. Meehan, Berry College","ROI on RBI: Market Returns on Baseball Cards
Craig A. Depken*, The University of North Carolina at Charlotte","","","","E. Frank Stephenson, Berry College","Craig A. Depken, The University of North Carolina at Charlotte","E. Frank Stephenson, Berry College
Craig A. Depken, The University of North Carolina at Charlotte
Joshua Pitts, Kennesaw State University","","",""
"11/19/2023","2:00 PM-3:45 PM","2.C.28","Industrial Organization and Public Policy","IO, Policy, Public","
Market Structure and College Access
Emily Elizabeth Cook*, Tulane University","Transportation as a Barrier to Education Access: Evidence from Chicago Public Schools
Steve Puller*, Texas A&M University","The Price that Inmates Pay
Nathan Miller*, Georgetown University","Consumer Reviews and Dynamic Price Signaling
Stepan Aleksenko*, University of California, Los Angeles","","","Jonathan Wallace Williams, The University of North Carolina at Chapel Hill","Emily Elizabeth Cook, Tulane University","Noah Lyman, The University of North Carolina at Chapel Hill
Ryan Westphal, Brandeis University
Jonathan Wallace Williams, The University of North Carolina at Chapel Hill
Brian C. Albrecht, International Center for Law and Economics","","",""
"11/19/2023","2:00 PM-3:45 PM","2.C.29","Topics in Regional Economics","Urban & Regional","
China's Declining Agglomeration Elasticities
John Gibson*, University of Waikato
Chao Li, University of Auckland","Spatial Economics for Granular Settings
Felix Tintelnot*, The University of Chicago
Jonathan Dingel, The University of Chicago","The Drivers of Sustainable Homeownership
Liyi Liu*, Freddie Mac","The Effect of Working from Home on the Agglomeration Economies of Cities: Evidence from Advertised Wages
Yichen Su*, Federal Reserve Bank of Dallas
Sitian Liu, Queen's University","","","","Felix Tintelnot, The University of Chicago","","","",""
"11/19/2023","2:00 PM-3:45 PM","2.C.30","Economics of Innovation I","Misc.","
Faculty Commercial Engagement and the Gender Earnings Gap
Joseph Staudt*, U.S. Census Bureau","Does Employees’ Diversity Help Innovation? Evidence from Canadian Firms
Saeed Moshiri*, St. Thomas More College, University of Saskatchewan
Mahdiyeh Entezarkheir, Huron at Western University","Local Innovation as a Response of Import Competition
Zachary Cohle*, Saginaw Valley State University","Need for Speed: Quality of Innovation and the Allocation of Inventors
Jeremy   Pearce*, Federal Reserve Bank of New York
Santiago Caicedo, Northeastern University","","","Saleh Tabrizy, The University of Oklahoma","Saleh Tabrizy, The University of Oklahoma","","","",""
"11/19/2023","2:00 PM-3:45 PM","2.C.31","Inequality and Poverty","Misc.","
An Experimental Study of Vested Interest and Income Redistribution
Lei Miao*, Kyoto Sangyou Umiversity
Sobei H. Oda, Kyoto Sangyou Umiversity","Decomposing Income Inequality in the United States: 1968-2018
Zhaochen He*, Christopher Newport University
Yixiao Jiang, Christopher Newport University","The Impact of Energy Poverty on Health Risks
Shan He*, Auburn University","Weather Shocks and Perceptions of Relative Well-Being
Judhajit Chakraborty*, Michigan State University","","","Identity and the Backfire of Solidarity
Jose Ramon Morales Arilla*, Texas A&M University
Salvador Traettino, Inter-American Development Bank","Zhaochen He, Christopher Newport University","","","",""
"11/19/2023","2:00 PM-3:45 PM","2.C.32","Lone Star Economics","Misc.","
Why Do Immigrants Have a Lower Flu Vaccination Rate?
Hsin-Wei Chang*, Southern Methodist University","Superstitions and Medical Decisions
Shuan-Wen Lin*, University of Houston","How Do Household Inflation Expectations Respond to Macroeconomic Releases?
Joshua York*, Texas A&M University","Economic Perceptions and COVID-19
Darren Grant*, Sam Houston State University","","","Darren Grant, Sam Houston State University","Julian Ludwig, Texas Tech University","Jiee Zhong, Texas A&M University
Ritika Sethi, Rice University
Hiranya K. Nath, Sam Houston State University
Frank Ciarliero, Texas Tech University","","",""
"11/19/2023","2:00 PM-3:45 PM","2.C.33","Household Finance","Finance, Urban & Regional","
Household Access to the Formal Credit Market and Its Effect on Household Wellbeing in Nepal: Results Based on Nepal Household Risk and Vulnerability Survey (2016-2018)
M. Mahmud Khan*, University of Georgia
Rohan Byanjankar, Tribhuvan University
Shiva Adhikari, Tribhuvan University","Intra-Household Portfolio Decision in Retirement: Bargaining Power and Gender Health Differences
You Du*, Fort Hays State University","Life Cycle Model of Saving and Credit Card Debt
Valentinas Rudys*, Weber State University
Patrick Wall, Fordham University","The Effect of Housing on Portfolio Choice: House Price Risk and Liquidity Constraint
Seungyub Han*, University of California, Los Angeles","","","","Valentinas Rudys, Weber State University","","","",""
"11/19/2023","2:00 PM-3:45 PM","2.C.34","Ecological Economics and Renewable Resources","Enviro. / Nat. Resources","
Are You Sure This Water’s Sanitary? A Case Study of Agricultural Export Sanitation Restrictions and Water Quality in Mexico
William Townsend*, The University of Oklahoma","Irrigation Water Conservation in Texas Panhandle and Texas South Plains
Hien Thu Nguyen*, The University of Texas at Dallas","The Shanghai Crude Oil Futures Is Still a Minor Player in Global Price Discovery: An Entropy-Based Intraday Information Share Analysis
Xiaoyang Wang*, The University of New Mexico","Political Cycles in the Energy Efficiency and Renewable Energy in Rural USA
Labanyalata Roy*, Middle Tennessee State University","Navigating the Commons: Resource, Externalities, and Industry Dynamics in American Whaling
Yangkeun Yun*, University of California, Los Angeles","","","Xiaoyang Wang, The University of New Mexico","","","",""
"11/19/2023","2:00 PM-3:45 PM","2.C.35","Substance Use","Health","
CBD Legalization and Household Time: Evidence from the American Time Use Survey
Lyudmyla Ardan*, Susquehanna University
Richard S. Gearhart, California State University, Bakersfield
Nyakundi Michieka, California State University, Bakersfield","Impact of Legality of Fentanyl Test Strips on Opioid Overdose Mortality: Variations in State Policy
Victoria Bethel*, University of Georgia","Interventions and Illegal Drug Use: Evidence from a Darknet Marketplace
Artem Kuriksha*, University of Pennsylvania
Priyanka Goonetilleke, University of Pennsylvania
Anastasia Karpova, Princeton University
Peter Meylakhs, Sechenov University","Quantifying the Effects of Fentanyl Exposure Misinformation on Opioid Mortality
Eli Kochersperger*, West Virginia University","","","","Lyudmyla Ardan, Susquehanna University","","","",""
"11/19/2023","2:00 PM-3:45 PM","2.C.37","Topics in Urban Real Estate and Transportation Economics","Urban & Regional","
Better than Months Supply: A New Empirically Derived Housing Market Heat Index
Kanybek Nur-tegin*, Florida Atlantic University
Pavel Yakovlev, Duquesne University","Effects of Lead Discovery and Abatement on Neighborhood Property Values
Kendall Kennedy*, Mississippi State University
Eunsik Chang, Mississippi State University
Yao Ma, Mississippi State University
Justine Mallatt, U.S. Bureau of Economic Analysis","Mobility Gini: Distributional Effects of Transportation Policies
Andrea Rangel*, Université Savoie Mont Blanc
Julie Metta, Katholieke Universiteit Leuven,
Aude Pommeret, Université Savoie Mont Blanc","Returns to Homeownership and Inequality: Evidence from the First-Time Homebuyer Tax Credit
Scott Wentland*, U.S. Bureau of Economic Analysis
Marina Gindelsky, U.S. Bureau of Economic Analysis
Jeremy G. Moulton, The University of North Carolina at Chapel Hill
Kelly Wentland, George Mason University","The Impact of Infrastructure Obligations on Municipal Financial Flexibility
Nancy Haskell*, University of Dayton
Jon Fulkerson, University of Dayton
Qiping Huang, University of Dayton
Meimei Lin, Georgia Southern University","","","Scott Wentland, U.S. Bureau of Economic Analysis","","","",""
"11/19/2023","2:00 PM-3:45 PM","2.C.38","Regional Economic Development","Development, Urban & Regional","
Financial Liberalization and Economic Development: A Market-Process View
Scott Burns*, Southeastern Lousiana University","Evaluating Economic Diversification and Economic Growth in a Region: An Application to Louisiana
Lara K. Gardner*, Southeastern Lousiana University
Avinash Waikar, Southeastern Lousiana University","Exploring Drivers of Varying Informality in a Developing Economy: A Case of Chile
Sang Lee*, Southeastern Lousiana University
Luis Gutiérrez, Universidad del Rosario","The Impact of City-County Mergers: Evidence from Sichuan Province
Linan Peng*, Southeastern Lousiana University
Justin Callais, University of Louisiana at Lafayette","A Method for Regional Price Indices Using Michigan's Upper Penninsula
Joshua Ingber*, Northern Michigan University","","Linan Peng, Southeastern Louisiana University","Linan Peng, Southeastern Lousiana University","","","",""
"11/19/2023","2:00 PM-3:45 PM","2.C.39","Public Economics I","Public","
Comprehensive Smoke-Free Policies and Smoking in South Korea: Using Synthetic Control Method
Ian Jung*, Georgia State University","Do Gas Prices Explain Variations in Lottery Ticket Sales?
Adedayo Ogunniran*, University of Mississippi","COVID-19’s Effect of U.S. Federal Contracting Environment
Mashuk Rahman*, University of New Orleans","","","","Bryan McCannon, Illinois Wesleyan University","Yang Zhou, University of North Texas","Jeff C. Schiman, Georgia Southern University
Yang Zhou, University of North Texas
Sepideh Raei, Utah State University","","",""
"11/19/2023","2:00 PM-3:45 PM","2.C.40","The Art and Science of Presenting Expert Testimony I","Misc.","","","","","","","Nik Volkov, Mercer University","","","
Michael Kaplan, Courtroom Boot Camp, LLC
Eric Lang, Thomas Roney, LLC
Steven Shapiro, Analytic Resources, LLC","Thomas Roney, Thomas Roney, LLC",""
"11/19/2023","2:00 PM-3:45 PM","2.C.41","Epistemics and Economics","Misc.","
The Functional Heterogeneity of Number Systems
Glen Whitman*, California State University, Northridge","The Epistemic Generativity of Markets
David A. Harper*, New York University","Biophilosopy and Praxeology
Brian J. Gladish*
Rafe Champion","Epistemology as an Evolutionary Adaptation
Robert F. Mulligan*, American Institute for Economic Research","The Expert Failure of Foreign Interventionism
Matthew A. Owens*, George Mason University","","Adam Martin, Texas Tech University","Glen Whitman, California State University, Northridge","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.01","Innovations in Teaching CORE Economics","Teaching","","","","","","","Simon Halliday, University of Bristol","","","
Aselia Urmanbetova, Georgia Institute of Technology
Matteo De Tina, University of Bath
Ramin Nassehi, University College London","Ramin Nassehi, University College London",""
"11/19/2023","4:00 PM-5:45 PM","2.D.02","Structural Microeconomics: Family Economics","Household, Metrics","
The Equilibrium Effects of State-Mandated Minimum Staff-to-Child Ratios
Martin Garcia-Vazquez*, University of Minnesota","Families' Career Investments and Firms' Promotion Decisions
Ben Friedrich*, Northwestern University
Frederik Almar, Aarhus University
Ana Reynoso, University of Michigan
Bastian Schulz, Aarhus University
Rune Vejlin, Aarhus University","Intra-Household Welfare: Theory and Application to Japanese Data
Yoko Okuyama*, Uppsala University
Pierre Andre Chiappori, Columbia University
Costas Meghir, Yale University","","","","Pengpeng Xiao, Duke University","Yoko Okuyama, Uppsala University","Mary Ann Bronson, Georgetown University
Hanna Wang, Autonomous University of Barcelona
Thomas Jørgensen, University of Copenhagen","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.03","Theory: Matching","Theory","
Measures of Assortative Matching: An Axiomatic Approach
Hanzhe Zhang*, Michigan State University","Search, Dating, and Segregation in Marriage
Daniel Bird*, Tel Aviv University","Stable Matching via Dynamic Incentives
Ce Liu*, Michigan State University","Matching with Costly Interviews
Akhil Vohra*, University of Georgia","","","Fei Li, The University of North Carolina at Chapel Hill","Hanzhe Zhang, Michigan State University","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.04","Healthcare Law and Economics","Health, Policy","
The Effects of Vertical Integration on Opioid Prescribing Rates
David Mitchell*, Ball State University
Danny Hughes, Arizona State University
Jie Chen, James Madison University","Behavioral Impediments to Beneficial Experimentation
Elissa Philip Gentry*, Florida State University
W. Kip Viscusi, Vanderbilt University","Inequitable Organ Allocation
Ben McMichael*, The University of Alabama","","","","Ben McMichael, The University of Alabama","Ben McMichael, The University of Alabama","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.05","Developmental Issues and Policies in South Asia","Development, Policy","
Financial Inclusion and Well-Being
Ashish Sedai*, The University of Texas at Arlington
Nandini Gupta , Indiana University Bloomington","An Empirical Analysis of the Impact of Free Trade Agreement between India and the Association of Southeast Asian Nations (ASEAN) on India's Trade
Manjit Das*, Bodoland University
Anuradha Kumari, Bodoland University
Birphung Narzary, Bodoland University","The Impact of the COVID-19 Pandemic on Remittances in Bangladesh
Khawaja Saeed Mamun*, Sacred Heart University
Hiranya K. Nath, Sam Houston State University","High-Density Farming and Farm Entrepreneurship: A Case of Apple Growers in Rural Kashmir, India
Ubaid Mushtaq*, Indian Institute of Technology Kharagpur
Kishor Goswami, Indian Institute of Technology Kharagpur","","","Hiranya K. Nath, Sam Houston State University, and Ashish Kumar Sedai, The University of Texas at Arlington","Ashish Kumar Sedai, The University of Texas at Arlington","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.06","Health Insurance and Healthcare Utilization","Health","
Opioid Supply Side Policies and Off-Label Prescribing: Evidence from Washington State
Meaghan H. Roberts*, Michigan State University","Informative Ordeals in Healthcare: Prior Authorization of Drugs in Medicaid
Ljubica Ristovska*, Harvard University
Samantha Burn, Harvard University","Rating Area Redesign and Health Insurance Market Outcomes
Jaeyeon Lee*, Michigan State University","","","","Stacy Dickert-Conlin, Michigan State University","W. David Bradford, University of Georgia","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.07","Economics of Higher Education II","Education","
The Effect of Marijuana Legalization on College Access
Bradley Curs*, University of Missouri
Brian Kisida, University of Missouri
Sarah Parsons, University of Missouri","Politics in the Classroom
Rey Hernández-Julián*, Metropolitan State University of Denver
Christina Peters, Metropolitan State University of Denver","A Closer Look at Faculty Benefits
Robert K. Toutkoushian*, University of Georgia","The Decline in Campus Crimes: Credit to Campus Policies or Mirroring National Trends? Evidence from American Colleges and Universities
Manu Raghav*, DePauw University
Timothy M. Diette, Washington & Lee University","","","Manu Raghav, DePauw University","Manu Raghav, DePauw University","Timothy M. Diette, Washington & Lee University
Robert K. Toutkoushian, University of Georgia
Bradley Curs, University of Missouri
Rey Hernández-Julián, Metropolitan State University of Denver","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.08","Human Capital Measurement and Labor Market","Labor","
An Innovation Indicator of Managerial Human Capital
Jing Xu*, Zhejiang Gongshang University
Xin Li, Central University of Finance and Economics","Human Capital Accumulation from Learning by Doing: Evidence from COVID-19 Treatment
Qinyi Liu*, University of International Business and Economics
Xin Zhao, University of International Business and Economics","Social Conformity or Complementarity: Peer Effects in Online Learning
Xin Gu*, Xi'an Jiaotong-Liverpool University
Yiting Xu, Central University of Finance and Economics
Lanfang Deng, South China Normal University","The Magnetic Pull of Alumni Networks: College-to-Work Migration of Ph.D. Graduates
HaoQian Zou*, Georgia Institute of Technology","","","Haizheng Li, Georgia Institute of Technology","Zhiqiang Liu, State University of New York at Buffalo","Zhiqiang Liu, State University of New York at Buffalo
Jing Xu, Zhejiang Gongshang University
Qinyi Liu, University of International Business and Economics
Xin Gu, Xi'an Jiaotong-Liverpool University","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.09","Topics in Economic Education","Education, Teaching","
Can a Mid-Term Meeting with Faculty Improve Academic Outcomes of Low-Performing College Students? Experimental Evidence
Ferdous Sardar*, Bryant University
Xiaofei Pan, Bryant University
Allison Kaminaga, Bryant University","Humanomics and Public Policy
Robertas Bakula*, American Institute for Economic Research
Ryan M. Yonk, American Institute for Economic Research","Recruiting Via the Core: A Nontraditional Introduction to Economic Thinking
Chris Clark*, Georgia College & State University
Brooke Conaway, Georgia College & State University
John Swinton, Georgia College & State University","The Amazing Race Gives a Fresh Perspective: Gamifying Undergraduate Economics Classes
Carolyn Fabian Stumph*, Purdue University Fort Wayne
Sarah Burke, Villanova University
Patricia Robak, Drexel University","Teaching Exchange Rate Modeling in a Classroom Project
Evelyn Nunes*, Virginia Commonwealth University","","","Robertas Bakula, American Institute for Economic Research","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.10","Difference-in-Differences Methods","Metrics","
Treatment Effects in Interactive Fixed Effects Models under Staggered Treatment Adoption
Brantly Callaway*, University of Georgia
Emmanuel Tsyawo, Mohammed VI Polytechnic University","Anticipation Effects in Difference-in-Differences Models
Desire Kedagni*, The University of North Carolina at Chapel Hill
Augustine Denteh, Tulane University","Triple Differences: Doubly Robustness, Semiparametric Efficiency and Beyond
Pedro Sant'Anna*, Emory University","Selection and Parallel Trends
Dalia Ghanem*, University of California, Davis
Pedro Sant'Anna, Emory University
Kaspar Wuthrich, University of California, San Diego","","","Pedro Sant'Anna, Emory University, Yuya Sasaki, Vanderbilt University, and Tymon Sloczynski, Brandeis University","Tymon Sloczynski, Brandeis University","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.11","Topics in Trade Theory","Theory, Trade","
Factor-Augmenting and Factor-Eliminating Technical Change in Simple General Equilibrium Models
John Gilbert*, Utah State University","Labor-Eliminating Technological Progress and Foreign Direct Investment
Reza Oladi*, Utah State University","The Effects of Antidumping Revisited: International and Country-Specific Evidence
Tom Osang*, Southern Methodist University","Effects of the 2018 Tariffs on U.S. Factor Shares
Henry Thompson*, Auburn University","","","Henry Thompson, Auburn University","Henry Thompson, Auburn University","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.12","Rethinking Monetary Policy Ideas after the Pandemic","Macro, Policy","
The Heterogeneous Effects of Forward Guidance under Imperfect Central Bank Credibility
Stephen Cole*, Marquette University
Enrique Martinez-Garcia, Federal Reserve Bank of Dallas
Eric Sims, Notre Dame University","Structurally Interpreting Misspecified Long-Run Recursive Vector Autoregressions
John W. Keating*, The University of Kansas","Embedding Rational Expectations in a Structural Var: Internal and External Instruments for Set Identification
Zhengyang Chen*, University of Northern Iowa
Victor J. Valcarcel, The University of Texas at Dallas","A Tale of Two Tightenings
Victor J. Valcarcel*, The University of Texas at Dallas
Yundi Lu, The University of Texas at Dallas","","","Enrique Martinez-Garcia, Federal Reserve Bank of Dallas","Enrique Martinez-Garcia, Federal Reserve Bank of Dallas","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.13","Financial Markets and the Macroeconomy I","Finance, Macro","
Financial Openness and Economic Growth: Directional Heterogeneity and Threshold Effects
Yoonbai Kim*, University of Kentucky
Chao Chen, Anhui Normal University","Sovereign Risk and Firm Heterogeneity
Jeyoung Moon*, The Ohio State University","The Dollar Exchange Rate and Interest Parity: Letting Different Views Compete
Shuwei Zhang*, St. Lawrence University
Yang Yang, Zhongnan University of Economics and Law
Ren Zhang, Texas State University","What Charge-Off Rates Are Predictable by Macroeconomic Latent Factors?
Hyeongwoo Kim*, Auburn University
Jisoo Son, Auburn University","","","Yoonseok Lee, Syracuse University","Hyeongwoo Kim, Auburn University","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.14","Microeconometrics","Metrics","
Consumer Choice with Dependent Consideration Sets
Matthew Thirkettle*, Rice University
Maura Coughlin, Rice University","Identification and Estimation of Binary Choices with Hidden Information Diffusion
Wan Zhang*, University of California, Los Angeles","Identification and Estimation of Discrete Choice Models with Spillovers Using Partial Network Data
Shuo Qi*, Southern Methodist University","Identification of Preferences and Counterfactuals in Nonstationary Dynamic Discrete Choice Models
Wayne-Roy Gayle*, University of Massachusetts Amherst","Testing and Identifying Substitution and Complementarity Patterns
Rui Wang*, Ohio State University","","","Matthew Thirkettle, Rice University","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.16","New Interpretations for Old Macroeconomic Shocks","Macro","
The Rise and Fall of the Great Inflation through the Lens of FOMC Discussions
Cooper Howes*, Federal Reserve Board of Governors
Olivier Coibion, The University of Texas at Austin
Marc Dordal i Carreras, Hong Kong University of Science and Technology
Yuriy Gorodnichenko, University of California, Berkeley","Housing Supply in the Short-to-Medium Run: Evidence from U.S. Land Development
Choongryul Yang*, Federal Reserve Board of Governors
Hyunseung Oh, Federal Reserve Board of Governors
Chamna Yoon, Seoul National University","The New Keynesian Price Puzzle
Neil White*, Amherst College","Multiple Instruments in IV-Local Projections: Heterogeneous Treatment Effects Analysis with an Application to Monetary Policy Shocks
Julian Ludwig*, Texas Tech University","","","Cooper Howes, Federal Reserve Board of Governors","Cooper Howes, Federal Reserve Board of Governors","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.18","Prosocial Behavior","Misc.","
Thumbs Down for the Thumbs Up Emoji: Experimental Evidence on the Impact of Instantaneous Positive Reinforcement on Charitable Giving
Philip J. Grossman*, Monash University
Ben Grodeck, Monash University","The Evolution of Preferences and Charitable Giving: A Panel Study of the University Years
Catherine C. Eckel*, Texas A&M University
Nishita Sinha, Texas A&M University
Rick Wilson, Rice University","Pivotal or Popular: The Effects of Social Information and Feeling Pivotal on Civic Actions
Anoushka Kiyawat*, University of Pennsylvania
Laura K. Gee, Tufts University
Jonathan Meer, Texas A&M University
Michael J. Schreck, Analysis Group","Prosocial Behavior and Cheap-Talk Messages: Group Cooperation in a Sequential Leader-Follower Investment Game
Mana Komai Molle*, St. Cloud State University
Phillip Grossman, Monash University","","","Philip J. Grossman, Monash University","Philip J. Grossman, Monash University","Anoushka Kiyawat, University of Pennsylvania
Philip J. Grossman, Monash University
Mana Komai Molle, St. Cloud State University
Catherine C. Eckel, Texas A&M University","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.19","Immigration, Ethnicity, and Long-Run Outcomes of Discrimination","Labor","
Puerto Rican Migrants Post Hurricane Maria
Zadia Feliciano*, Queens College, City University of New York
Alberto Dávila, Southeast Missouri State University
Marie T. Mora, Metropolitan State University of Denver","Mortality and Immigration Enforcement: The Case of Secure Communities
Jose Manuel Fernandez*, University of Louisville
Monica Garcia-Perez, St. Cloud State University
Sandra Orozco Aleman, Mississippi State University","Which Mexicans Are White? Enumerator-Assigned Race in the 1930 Census and the Socioeconomic Integration of Mexican Americans
Stephen J. Trejo*, The University of Texas at Austin
Brian Duncan, University of Colorado Denver","Ethnic Identity and Anti-Immigrant Sentiment: Evidence from Proposition 187
Francisca Antman*, University of Colorado Boulder
Brian Duncan, University of Colorado Denver","","","Francisca Antman, University of Colorado Boulder","Jose Manuel Fernandez, University of Louisville","Jose Manuel Fernandez, University of Louisville
Zadia Feliciano, Queens College, City University of New York
Francisca Antman, University of Colorado Boulder
Stephen J. Trejo, The University of Texas at Austin","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.20","Transportation, Health, and Well-Being","Health, Urban & Regional","
Changes in the Air Ambulance Market and Effects on Individual Health Outcomes
Elizabeth Munnich*, University of Louisville
Melanie Guldi, University of Central Florida
Steven Talbert, University of Central Florida","Transportation and Healthcare Utilization: Evidence from the Rollout of Ridesharing Services
Giseong Kim*, Georgia State University","Do Ridesharing Services Impact Mortality from Alcohol and Other External Causes?
Christian Saenz*, Georgia State University
Keith Teltser, Georgia State University
Conor Lennon, Rensselaer Polytechnic Institute","Uber and Domestic Violence
Lauren Schechter*, Social Science Research Council
Lindsey Rose Bullinger, Georgia Institute of Technology
Kaitlyn M. Sims, University of Denver
Mayra Pineda-Torres, Georgia Institute of Technology","","","Keith Teltser, Georgia State University","Keith Teltser, Georgia State University","Analisa Packham, Vanderbilt University
Elizabeth Munnich, University of Louisville
Daniel Dench, Georgia Institute of Technology
Keith Teltser, Georgia State University","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.21","Institutions, Insurgency, and Household Responses in Fragile Environments","Development, Enviro. / Nat. Resources, Urban & Regional","
The Impact of Election Audits on Future Fraud Incidence: Evidence from Afghanistan
Robert Gonzalez*, Georgia Institute of Technology","Mobility, Migration, and Violence: Digital Trace and the Taliban Insurgency
Ryan Ellis*, Georgia Institute of Technology","Lasting Effects of Gender Apartheid on Attitudes towards Women
Ahmad Shah Mobariz*, University of Pittsburgh
Seung-Hun Chung, The Ohio State University","Violent Conflict and Demand for Healthcare
Olga Shemyakina*, Georgia Institute of Technology
Lin Yang, Georgia Institute of Technology","","","Olga Shemyakina, Georgia Institute of Technology","Olga Shemyakina, Georgia Institute of Technology","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.22","Macroeconomics and Finance History","Finance, History, Macro","
Community Financial Institutions and Housing Inequality
Sarah Quincy*, Vanderbilt University
Asaf Bernstein, University of Colorado Boulder
Peter Koudijs, Erasmus University Rotterdam","Railroad Bailouts in the Great Depression
Gertjan Verdickt*, Katholieke Universiteit Leuven
Lyndon Moore, Monash University","A Century of Consumption Inequality
Nicolas Ziebarth*, Auburn University
Martin Gervais, University of Georgia","Did Durable Goods Producing States Suffer a Greater Great Depression?
Mario Crucini*, Purdue University
Dong Cheng, Union College
Hanjo (Terry) Kim, U.S. Department of the Treasury","","","Peter Nencka, Miami University","Nicolas Ziebarth, Auburn University","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.23","Public Economics II","Public","
Is Slacktivism Harmless? Unintended Consequences of Social Media Activism
Amanda Bonheur*, University of California, San Diego","Is No News Good News? Motivated Reasoning on Charitable Giving
Jessica A. White*, Saint Mary's College
J. Braxton Gately, Western Illinois University","How Paternalistic Preferences Shape the Welfare State: The Case of In-Kind Nutrition Assistance
Tony Fan*, The University of Alabama
Sandro Ambuehl, University of Zurich
B. Douglas Bernheim, Stanford University
Zach Freitas-Groff, Stanford University","Time and Punishment: Penalty Timing and Cross-Debt Default Decisions
Marissa Lepper*, Texas A&M University
David Agorastos, University of Pittsburgh","Time Is of the Essence: Gender Differences in Volunteering Behavior
Fatimah Shaalan*, Federal Reserve Board of Governors","","Bing Jiang, Virginia Military Institute","Jessica A. White, Saint Mary's College","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.24","Natural Disasters","Enviro. / Nat. Resources","
Wildfires and Local Labor Markets
Raphaelle Gauvin-Coulombe*, Middlebury College
Akhil Rao, Middlebury College","Flood Risk Capitalization and a Comparison of Risk Measurements
Sarah Brown*, Yale University","Flood Risk Shocks, Flood Insurance, and Migration
Keliang Xiao*, University of Illinois Urbana-Champaign","","","","Brian Vander Naald, Drake University","Eugene Frimpong, University of Georgia","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.25","Politics","Public","
Impact of Corporate Social Responsibility Expenditure on Development
Shachi Rai*, Jawaharlal Nehru University
Sangeeta Bansal, Jawaharlal Nehru University","Tragedy of the Political Commons and Climate Policy: Could There Be an Environmental Tipping Point?
Donna Ramirez Harrington*, The University of Vermont","Impact of Political Partisanship on Environmental Innovation: Evidence from USPTO Patent Application (1980 to 2014)
Dibyajyoti Sinha*, Auburn University","When Is the Ark Getting Here? The Impact of the Media on Threatened and Endangered Species' Time-to-Listing
Allen Bellas*, Metropolitan State University
Lea-Rachel Kosnik, University of Missouri-St. Louis","","","Brian Vander Naald, Drake University","Donna Ramirez Harrington, The University of Vermont","","","",""
"11/19/2023","4:00 PM-5:45 PM","2.D.26","Water Pollution","Enviro. / Nat. Resources","
Is Free Trade Good for Water Quality?
Ron Chan*, The University of Manchester
Edward Manderson, The University of Manchester
Fan Zhang, World Bank","The Differential Benefits of Market-Based Water Pollution Control Policy
Zach Raff*, USDA Economic Research Service
Andrew G. Meyer, Marquette University","Concentrated Animal Feeding Operations and the Environmental Justice of Public versus Private Wells
Andrew G. Meyer*, Marquette University
Zach Raff, USDA Economic Research Service
Caroline Short, Marquette University","","","","Brian Vander Naald, Drake University","Zach Raff, USDA Economic Research Service","","","",""
